Id,CourseNameShort,Academy,City,Jobs in City,Languages,ProgrammeDuration,TuitionFees,To,Time,Frequency,Distance (km),Jobs in neighbour cities
9228,Information Systems,FH Aachen University Of Applied Sciences,aachen,177.0,"English,German",4,0,mönchengladbach,49.0,11.0,52.68,29.0
9228,Information Systems,FH Aachen University Of Applied Sciences,aachen,177.0,"English,German",4,0,jülich,48.0,1.0,25.38,3.0
4513,Master'S In Embedded Systems Engineering (ESE),Dortmund University Of Applied Sciences And Arts,dortmund,189.0,English,4,0,wuppertal,35.0,2.0,34.27,61.0
4513,Master'S In Embedded Systems Engineering (ESE),Dortmund University Of Applied Sciences And Arts,dortmund,189.0,English,4,0,bochum,12.5,4.0,17.43,39.0
4513,Master'S In Embedded Systems Engineering (ESE),Dortmund University Of Applied Sciences And Arts,dortmund,189.0,English,4,0,gummersbach,105.0,2.5,54.55,8.0
4513,Master'S In Embedded Systems Engineering (ESE),Dortmund University Of Applied Sciences And Arts,dortmund,189.0,English,4,0,duisburg,45.0,2.0,49.82,102.0
4513,Master'S In Embedded Systems Engineering (ESE),Dortmund University Of Applied Sciences And Arts,dortmund,189.0,English,4,0,münster,55.0,2.0,51.09,236.0
4513,Master'S In Embedded Systems Engineering (ESE),Dortmund University Of Applied Sciences And Arts,dortmund,189.0,English,4,0,soest,45.0,1.0,44.93,13.0
4513,Master'S In Embedded Systems Engineering (ESE),Dortmund University Of Applied Sciences And Arts,dortmund,189.0,English,4,0,düsseldorf,55.0,2.0,57.74,467.0
4513,Master'S In Embedded Systems Engineering (ESE),Dortmund University Of Applied Sciences And Arts,dortmund,189.0,English,4,0,essen,25.0,2.0,31.84,154.0
4513,Master'S In Embedded Systems Engineering (ESE),Dortmund University Of Applied Sciences And Arts,dortmund,189.0,English,4,0,witten,12.5,2.0,12.47,6.0
4225,"Usability Engineering, MSc",Rhine-Waal University Of Applied Sciences,kamp-lintfort,1.0,English,3,0,wuppertal,95.0,1.0,51.23,61.0
4225,"Usability Engineering, MSc",Rhine-Waal University Of Applied Sciences,kamp-lintfort,1.0,English,3,0,bochum,84.0,1.0,46.71,39.0
4225,"Usability Engineering, MSc",Rhine-Waal University Of Applied Sciences,kamp-lintfort,1.0,English,3,0,duisburg,48.0,1.0,16.48,102.0
4225,"Usability Engineering, MSc",Rhine-Waal University Of Applied Sciences,kamp-lintfort,1.0,English,3,0,düsseldorf,65.0,1.0,34.62,467.0
4225,"Usability Engineering, MSc",Rhine-Waal University Of Applied Sciences,kamp-lintfort,1.0,English,3,0,mönchengladbach,65.0,1.0,35.05,29.0
4225,"Usability Engineering, MSc",Rhine-Waal University Of Applied Sciences,kamp-lintfort,1.0,English,3,0,essen,65.0,1.0,32.86,154.0
4225,"Usability Engineering, MSc",Rhine-Waal University Of Applied Sciences,kamp-lintfort,1.0,English,3,0,kleve,65.0,1.0,42.8,1.0
4225,"Usability Engineering, MSc",Rhine-Waal University Of Applied Sciences,kamp-lintfort,1.0,English,3,0,witten,95.0,1.0,55.17,6.0
4429,MSc In Data & Knowledge Engineering,Otto Von Guericke University Magdeburg,magdeburg,44.0,"English,German",4,0,köthen,30.0,1.0,48.16,
4429,MSc In Data & Knowledge Engineering,Otto Von Guericke University Magdeburg,magdeburg,44.0,"English,German",4,0,dessau-roßlau,52.0,1.0,51.53,9.0
4429,MSc In Data & Knowledge Engineering,Otto Von Guericke University Magdeburg,magdeburg,44.0,"English,German",4,0,bernburg (saale),40.0,1.0,38.28,
4429,MSc In Data & Knowledge Engineering,Otto Von Guericke University Magdeburg,magdeburg,44.0,"English,German",4,0,möckern,75.0,2.5,21.48,64.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,bonn,25.0,4.0,24.72,143.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,wuppertal,35.0,2.0,39.32,61.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,gummersbach,65.0,1.0,43.5,8.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,duisburg,45.0,2.0,57.0,102.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,düsseldorf,25.0,4.0,34.43,467.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,mönchengladbach,45.0,2.0,46.54,29.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,essen,55.0,2.0,57.97,154.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,jülich,65.0,1.0,42.14,3.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,rheinbach,55.0,1.0,34.79,0.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,sankt augustin,25.0,2.0,24.3,11.0
4247,Game Development And Research (MA),Technische Hochschule Köln (University Of Applied Sciences),köln,480.0,English,4,Null,remagen,45.0,1.0,44.22,0.0
6140,User Experience Design,Technische Hochschule Ingolstadt,ingolstadt,87.0,English,4,500,regensburg,65.0,1.0,56.97,106.0
6140,User Experience Design,Technische Hochschule Ingolstadt,ingolstadt,87.0,English,4,500,garching b. münchen,65.0,1.0,59.29,28.0
6140,User Experience Design,Technische Hochschule Ingolstadt,ingolstadt,87.0,English,4,500,augsburg,65.0,1.0,58.59,109.0
6140,User Experience Design,Technische Hochschule Ingolstadt,ingolstadt,87.0,English,4,500,freising,35.0,2.0,46.65,20.0
6140,User Experience Design,Technische Hochschule Ingolstadt,ingolstadt,87.0,English,4,500,eichstätt,30.0,1.0,22.88,6.0
6140,User Experience Design,Technische Hochschule Ingolstadt,ingolstadt,87.0,English,4,500,neuburg an der donau,20.0,2.0,18.28,1.0
9773,MSc In Data Engineering Technologies,Constructor University,bremen,268.0,English,4,2500,bremerhaven,40.0,1.0,54.86,13.0
9773,MSc In Data Engineering Technologies,Constructor University,bremen,268.0,English,4,2500,oldenburg,29.5,3.0,40.3,39.0
9773,MSc In Data Engineering Technologies,Constructor University,bremen,268.0,English,4,2500,elsfleth,22.5,1.0,29.41,0.0
7852,MSc Artificial Intelligence,Technical University Of Applied Sciences Würzburg-Schweinfurt (THWS),würzburg,62.0,English,3,0,schweinfurt,24.0,2.0,36.44,11.0
3632,Information Technology,OWL University Of Applied Sciences And Arts,lemgo,3.0,English,6,0,paderborn,95.0,1.0,36.02,92.0
3632,Information Technology,OWL University Of Applied Sciences And Arts,lemgo,3.0,English,6,0,gütersloh,65.0,1.0,38.41,13.0
3632,Information Technology,OWL University Of Applied Sciences And Arts,lemgo,3.0,English,6,0,bielefeld,65.0,1.0,25.44,83.0
3632,Information Technology,OWL University Of Applied Sciences And Arts,lemgo,3.0,English,6,0,detmold,25.0,2.0,10.33,9.0
3632,Information Technology,OWL University Of Applied Sciences And Arts,lemgo,3.0,English,6,0,höxter,95.0,1.0,40.34,1.0
7657,"Artificial Intelligence (AI), MSc",FAU Erlangen-Nürnberg,erlangen,88.0,English,4,0,bayreuth,93.0,1.0,58.18,15.0
7657,"Artificial Intelligence (AI), MSc",FAU Erlangen-Nürnberg,erlangen,88.0,English,4,0,bamberg,35.0,2.0,34.32,14.0
7657,"Artificial Intelligence (AI), MSc",FAU Erlangen-Nürnberg,erlangen,88.0,English,4,0,nürnberg,17.5,4.0,16.58,16.0
7657,"Artificial Intelligence (AI), MSc",FAU Erlangen-Nürnberg,erlangen,88.0,English,4,0,ansbach,70.0,1.0,45.27,3.0
4122,Automotive Software Engineering,Chemnitz University Of Technology,chemnitz,88.0,English,4,0,zwickau,36.0,2.0,32.54,31.0
4122,Automotive Software Engineering,Chemnitz University Of Technology,chemnitz,88.0,English,4,0,freiberg,35.0,2.0,31.29,2.0
4122,Automotive Software Engineering,Chemnitz University Of Technology,chemnitz,88.0,English,4,0,tharandt,55.0,2.0,49.48,0.0
9841,"Automotive Software Engineering, MEng",Deggendorf Institute Of Technology,deggendorf,25.0,English,3,0,passau,44.5,1.0,40.95,7.0
9841,"Automotive Software Engineering, MEng",Deggendorf Institute Of Technology,deggendorf,25.0,English,3,0,cham,90.0,2.5,54.35,17.0
9841,"Automotive Software Engineering, MEng",Deggendorf Institute Of Technology,deggendorf,25.0,English,3,0,pfarrkirchen,120.0,2.5,39.12,0.0
9709,Cognitive System (MSc),University Of Hildesheim,hildesheim,24.0,English,4,0,hannover,27.5,2.0,28.65,439.0
9709,Cognitive System (MSc),University Of Hildesheim,hildesheim,24.0,English,4,0,braunschweig,28.5,2.0,41.02,46.0
9709,Cognitive System (MSc),University Of Hildesheim,hildesheim,24.0,English,4,0,wolfenbüttel,42.5,1.0,39.91,3.0
9709,Cognitive System (MSc),University Of Hildesheim,hildesheim,24.0,English,4,0,höxter,160.0,2.0,57.54,1.0
9679,CyberMACS (Erasmus Mundus) | Applied Cybersecurity (MSc),SRH Universities,berlin,1062.0,English,4,1294,potsdam,28.0,6.0,26.14,62.0
9679,CyberMACS (Erasmus Mundus) | Applied Cybersecurity (MSc),SRH Universities,berlin,1062.0,English,4,1294,wildau,35.0,2.0,26.5,1.0
9679,CyberMACS (Erasmus Mundus) | Applied Cybersecurity (MSc),SRH Universities,berlin,1062.0,English,4,1294,eberswalde,35.0,2.0,45.12,0.0
9679,CyberMACS (Erasmus Mundus) | Applied Cybersecurity (MSc),SRH Universities,berlin,1062.0,English,4,1294,bergholz-rehbrücke,35.0,2.0,27.29,0.0
7711,Cybersecurity (MSc),Saarland University,saarbrücken,82.0,English,4,0,birkenfeld,135.0,2.5,47.69,1.0
7711,Cybersecurity (MSc),Saarland University,saarbrücken,82.0,English,4,0,zweibrücken,65.0,1.0,26.83,6.0
7711,Cybersecurity (MSc),Saarland University,saarbrücken,82.0,English,4,0,pirmasens,77.5,2.5,44.78,3.0
5561,Data Analytics (MSc),University Of Hildesheim,hildesheim,24.0,English,4,0,hannover,27.5,2.0,28.65,439.0
5561,Data Analytics (MSc),University Of Hildesheim,hildesheim,24.0,English,4,0,braunschweig,28.5,2.0,41.02,46.0
5561,Data Analytics (MSc),University Of Hildesheim,hildesheim,24.0,English,4,0,wolfenbüttel,42.5,1.0,39.91,3.0
5561,Data Analytics (MSc),University Of Hildesheim,hildesheim,24.0,English,4,0,höxter,160.0,2.0,57.54,1.0
6924,E-Government (MSc),University Of Koblenz,koblenz,33.0,English,4,0,bonn,38.5,2.0,54.96,143.0
6924,E-Government (MSc),University Of Koblenz,koblenz,33.0,English,4,0,bingen am rhein,65.0,1.0,47.97,6.0
6924,E-Government (MSc),University Of Koblenz,koblenz,33.0,English,4,0,rheinbach,67.5,1.0,54.91,0.0
6924,E-Government (MSc),University Of Koblenz,koblenz,33.0,English,4,0,idstein,97.5,2.5,50.31,1.0
6924,E-Government (MSc),University Of Koblenz,koblenz,33.0,English,4,0,sankt augustin,52.5,1.0,55.01,11.0
6924,E-Government (MSc),University Of Koblenz,koblenz,33.0,English,4,0,remagen,30.0,2.0,36.13,0.0
6924,E-Government (MSc),University Of Koblenz,koblenz,33.0,English,4,0,weidenbach,45.0,1.0,30.23,0.0
6924,E-Government (MSc),University Of Koblenz,koblenz,33.0,English,4,0,wiesbaden,67.5,1.0,55.18,86.0
9863,Human-Centred Artificial Intelligence,University Of Regensburg,regensburg,106.0,English,4,0,amberg,46.0,1.0,51.68,5.0
9863,Human-Centred Artificial Intelligence,University Of Regensburg,regensburg,106.0,English,4,0,ingolstadt,65.0,1.0,56.97,87.0
9863,Human-Centred Artificial Intelligence,University Of Regensburg,regensburg,106.0,English,4,0,cham,67.0,0.5,47.02,17.0
9646,Intelligent Interactive Systems,Bielefeld University,bielefeld,83.0,English,4,0,paderborn,47.5,1.0,36.85,92.0
9646,Intelligent Interactive Systems,Bielefeld University,bielefeld,83.0,English,4,0,gütersloh,17.5,2.0,16.36,13.0
9646,Intelligent Interactive Systems,Bielefeld University,bielefeld,83.0,English,4,0,soest,65.0,1.0,57.69,13.0
9646,Intelligent Interactive Systems,Bielefeld University,bielefeld,83.0,English,4,0,osnabrück,55.0,1.0,43.43,43.0
9646,Intelligent Interactive Systems,Bielefeld University,bielefeld,83.0,English,4,0,lemgo,37.5,1.0,25.44,3.0
9646,Intelligent Interactive Systems,Bielefeld University,bielefeld,83.0,English,4,0,detmold,32.5,1.0,25.64,9.0
3803,Distributed Systems Engineering (DSE),Dresden University Of Technology,dresden,256.0,English,4,0,freiberg,32.5,2.0,31.42,2.0
3803,Distributed Systems Engineering (DSE),Dresden University Of Technology,dresden,256.0,English,4,0,tharandt,22.5,2.0,13.21,0.0
9072,IT Security (MA),Universität Zu Lübeck,lübeck,73.0,English,4,0,hamburg,52.5,2.0,57.26,777.0
9072,IT Security (MA),Universität Zu Lübeck,lübeck,73.0,English,4,0,wismar,85.0,1.0,51.37,0.0
3728,Media Informatics,RWTH Aachen University,bonn,143.0,English,4,0,köln,25.0,4.0,24.72,480.0
3728,Media Informatics,RWTH Aachen University,bonn,143.0,English,4,0,wuppertal,65.0,1.0,59.06,61.0
3728,Media Informatics,RWTH Aachen University,bonn,143.0,English,4,0,gummersbach,95.0,1.0,45.93,8.0
3728,Media Informatics,RWTH Aachen University,bonn,143.0,English,4,0,koblenz,37.5,2.0,54.96,33.0
3728,Media Informatics,RWTH Aachen University,bonn,143.0,English,4,0,düsseldorf,65.0,2.0,59.14,467.0
3728,Media Informatics,RWTH Aachen University,bonn,143.0,English,4,0,jülich,85.0,1.0,56.22,3.0
3728,Media Informatics,RWTH Aachen University,bonn,143.0,English,4,0,rheinbach,27.5,2.0,16.31,0.0
3728,Media Informatics,RWTH Aachen University,bonn,143.0,English,4,0,sankt augustin,12.5,4.0,7.59,11.0
3728,Media Informatics,RWTH Aachen University,bonn,143.0,English,4,0,remagen,22.5,2.0,19.52,0.0
4655,Web Engineering,Chemnitz University Of Technology,chemnitz,88.0,English,4,0,zwickau,36.0,2.0,32.54,31.0
4655,Web Engineering,Chemnitz University Of Technology,chemnitz,88.0,English,4,0,freiberg,35.0,2.0,31.29,2.0
4655,Web Engineering,Chemnitz University Of Technology,chemnitz,88.0,English,4,0,tharandt,55.0,2.0,49.48,0.0
9003,Artificial Intelligence,Universität Zu Lübeck,lübeck,73.0,English,6,0,hamburg,52.5,2.0,57.26,777.0
9003,Artificial Intelligence,Universität Zu Lübeck,lübeck,73.0,English,6,0,wismar,85.0,1.0,51.37,0.0
9223,Business Analytics (MSc),SRH Distance Learning University,riedlingen,0.0,English,3,Null,konstanz,165.0,1.0,59.35,29.0
9223,Business Analytics (MSc),SRH Distance Learning University,riedlingen,0.0,English,3,Null,tübingen,125.0,1.0,51.38,56.0
9223,Business Analytics (MSc),SRH Distance Learning University,riedlingen,0.0,English,3,Null,ulm,55.0,1.0,47.03,129.0
9223,Business Analytics (MSc),SRH Distance Learning University,riedlingen,0.0,English,3,Null,neu-ulm,55.0,1.0,47.39,25.0
9223,Business Analytics (MSc),SRH Distance Learning University,riedlingen,0.0,English,3,Null,weingarten,95.0,1.0,40.46,5.0
9223,Business Analytics (MSc),SRH Distance Learning University,riedlingen,0.0,English,3,Null,nürtingen,125.0,1.0,53.6,61.0
9223,Business Analytics (MSc),SRH Distance Learning University,riedlingen,0.0,English,3,Null,reutlingen,125.0,1.0,42.41,69.0
9223,Business Analytics (MSc),SRH Distance Learning University,riedlingen,0.0,English,3,Null,geislingen an der steige,125.0,1.0,58.59,2.0
3737,Business Consulting Master (BCM),Furtwangen University,furtwangen im schwarzwald,3.0,English,3,Null,freiburg im breisgau,105.0,1.0,27.4,83.0
3737,Business Consulting Master (BCM),Furtwangen University,furtwangen im schwarzwald,3.0,English,3,Null,offenburg,135.0,1.0,50.5,41.0
3737,Business Consulting Master (BCM),Furtwangen University,furtwangen im schwarzwald,3.0,English,3,Null,villingen-schwenningen,75.0,1.0,21.44,29.0
3737,Business Consulting Master (BCM),Furtwangen University,furtwangen im schwarzwald,3.0,English,3,Null,gengenbach,135.0,1.0,41.69,0.0
8944,Digitalised Energy Systems,Carl Von Ossietzky University Of Oldenburg,oldenburg,39.0,English,4,0,bremen,28.5,2.0,40.3,268.0
8944,Digitalised Energy Systems,Carl Von Ossietzky University Of Oldenburg,oldenburg,39.0,English,4,0,bremerhaven,85.0,1.0,52.03,13.0
8944,Digitalised Energy Systems,Carl Von Ossietzky University Of Oldenburg,oldenburg,39.0,English,4,0,leer (ostfriesland),45.0,1.0,51.73,3.0
8944,Digitalised Energy Systems,Carl Von Ossietzky University Of Oldenburg,oldenburg,39.0,English,4,0,elsfleth,22.5,1.0,19.46,0.0
3923,Embedded Systems (MSc),Saarland University,saarbrücken,82.0,English,4,0,birkenfeld,135.0,2.5,47.69,1.0
3923,Embedded Systems (MSc),Saarland University,saarbrücken,82.0,English,4,0,zweibrücken,65.0,1.0,26.83,6.0
3923,Embedded Systems (MSc),Saarland University,saarbrücken,82.0,English,4,0,pirmasens,77.5,2.5,44.78,3.0
7040,Engineering Of Socio-Technical Systems,Carl Von Ossietzky University Of Oldenburg,oldenburg,39.0,English,4,0,bremen,28.5,2.0,40.3,268.0
7040,Engineering Of Socio-Technical Systems,Carl Von Ossietzky University Of Oldenburg,oldenburg,39.0,English,4,0,bremerhaven,85.0,1.0,52.03,13.0
7040,Engineering Of Socio-Technical Systems,Carl Von Ossietzky University Of Oldenburg,oldenburg,39.0,English,4,0,leer (ostfriesland),45.0,1.0,51.73,3.0
7040,Engineering Of Socio-Technical Systems,Carl Von Ossietzky University Of Oldenburg,oldenburg,39.0,English,4,0,elsfleth,22.5,1.0,19.46,0.0
3841,Master'S In Software Engineering For Embedded Systems (DISC),RPTU University Of Kaiserslautern-Landau,kaiserslautern,22.0,English,4,2450,bingen am rhein,91.0,1.0,59.01,6.0
3841,Master'S In Software Engineering For Embedded Systems (DISC),RPTU University Of Kaiserslautern-Landau,kaiserslautern,22.0,English,4,2450,mannheim,50.0,1.0,50.88,205.0
3841,Master'S In Software Engineering For Embedded Systems (DISC),RPTU University Of Kaiserslautern-Landau,kaiserslautern,22.0,English,4,2450,birkenfeld,60.0,1.0,49.35,1.0
3841,Master'S In Software Engineering For Embedded Systems (DISC),RPTU University Of Kaiserslautern-Landau,kaiserslautern,22.0,English,4,2450,landau in der pfalz,40.0,1.0,36.95,4.0
3841,Master'S In Software Engineering For Embedded Systems (DISC),RPTU University Of Kaiserslautern-Landau,kaiserslautern,22.0,English,4,2450,worms,60.0,1.0,47.7,16.0
3841,Master'S In Software Engineering For Embedded Systems (DISC),RPTU University Of Kaiserslautern-Landau,kaiserslautern,22.0,English,4,2450,zweibrücken,30.0,1.0,36.52,6.0
3841,Master'S In Software Engineering For Embedded Systems (DISC),RPTU University Of Kaiserslautern-Landau,kaiserslautern,22.0,English,4,2450,pirmasens,35.0,1.0,29.48,3.0
4634,Media Informatics (MSc),Saarland University,saarbrücken,82.0,English,4,0,birkenfeld,135.0,2.5,47.69,1.0
4634,Media Informatics (MSc),Saarland University,saarbrücken,82.0,English,4,0,zweibrücken,65.0,1.0,26.83,6.0
4634,Media Informatics (MSc),Saarland University,saarbrücken,82.0,English,4,0,pirmasens,77.5,2.5,44.78,3.0
3799,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,sankt augustin,11.0,English,4,0,siegen,95.0,1.0,59.95,89.0
3799,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,sankt augustin,11.0,English,4,0,bonn,17.5,2.0,7.59,143.0
3799,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,sankt augustin,11.0,English,4,0,köln (cologne),35.0,2.0,24.3,
3799,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,sankt augustin,11.0,English,4,0,wuppertal,65.0,1.0,54.38,61.0
3799,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,sankt augustin,11.0,English,4,0,gummersbach,65.0,1.0,38.46,8.0
3799,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,sankt augustin,11.0,English,4,0,koblenz,85.0,1.0,55.01,33.0
3799,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,sankt augustin,11.0,English,4,0,düsseldorf,65.0,1.0,57.87,467.0
3799,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,sankt augustin,11.0,English,4,0,rheinbach,55.0,1.0,23.78,0.0
3799,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,sankt augustin,11.0,English,4,0,remagen,55.0,1.0,21.99,0.0
7795,Applied IT Security,Ruhr-Universität Bochum,bochum,39.0,English,6,,wuppertal,56.5,4.0,24.4,61.0
7795,Applied IT Security,Ruhr-Universität Bochum,bochum,39.0,English,6,,kamp-lintfort,84.0,1.0,46.71,1.0
7795,Applied IT Security,Ruhr-Universität Bochum,bochum,39.0,English,6,,dortmund,12.5,4.0,17.43,189.0
7795,Applied IT Security,Ruhr-Universität Bochum,bochum,39.0,English,6,,gummersbach,105.0,2.5,55.91,8.0
7795,Applied IT Security,Ruhr-Universität Bochum,bochum,39.0,English,6,,duisburg,30.0,2.0,32.4,102.0
7795,Applied IT Security,Ruhr-Universität Bochum,bochum,39.0,English,6,,düsseldorf,45.0,2.0,42.04,467.0
7795,Applied IT Security,Ruhr-Universität Bochum,bochum,39.0,English,6,,essen,12.5,4.0,14.41,154.0
7795,Applied IT Security,Ruhr-Universität Bochum,bochum,39.0,English,6,,witten,12.5,4.0,9.45,6.0
6119,Bioinformatics (MSc),University Of Tübingen,tübingen,56.0,English,4,1500,stuttgart,50.5,3.0,30.18,723.0
6119,Bioinformatics (MSc),University Of Tübingen,tübingen,56.0,English,4,1500,nürtingen,35.0,2.0,23.99,61.0
6119,Bioinformatics (MSc),University Of Tübingen,tübingen,56.0,English,4,1500,reutlingen,12.5,4.0,12.08,69.0
6119,Bioinformatics (MSc),University Of Tübingen,tübingen,56.0,English,4,1500,riedlingen,105.0,1.0,51.38,0.0
6119,Bioinformatics (MSc),University Of Tübingen,tübingen,56.0,English,4,1500,pforzheim,105.0,1.0,48.62,20.0
6119,Bioinformatics (MSc),University Of Tübingen,tübingen,56.0,English,4,1500,esslingen am neckar,55.0,2.0,31.0,7.0
6119,Bioinformatics (MSc),University Of Tübingen,tübingen,56.0,English,4,1500,geislingen an der steige,90.0,1.0,58.92,2.0
9043,Business Informatics (MSc),Philipps-Universität Marburg,marburg,34.0,English,4,0,siegen,78.0,1.0,52.98,89.0
9043,Business Informatics (MSc),Philipps-Universität Marburg,marburg,34.0,English,4,0,friedberg (hessen),47.5,1.0,52.71,4.0
9043,Business Informatics (MSc),Philipps-Universität Marburg,marburg,34.0,English,4,0,gießen,23.0,2.0,25.7,33.0
5634,Machine Learning,University Of Tübingen,tübingen,56.0,English,4,,stuttgart,50.5,3.0,30.18,723.0
5634,Machine Learning,University Of Tübingen,tübingen,56.0,English,4,,nürtingen,35.0,2.0,23.99,61.0
5634,Machine Learning,University Of Tübingen,tübingen,56.0,English,4,,reutlingen,12.5,4.0,12.08,69.0
5634,Machine Learning,University Of Tübingen,tübingen,56.0,English,4,,riedlingen,105.0,1.0,51.38,0.0
5634,Machine Learning,University Of Tübingen,tübingen,56.0,English,4,,pforzheim,105.0,1.0,48.62,20.0
5634,Machine Learning,University Of Tübingen,tübingen,56.0,English,4,,esslingen am neckar,55.0,2.0,31.0,7.0
5634,Machine Learning,University Of Tübingen,tübingen,56.0,English,4,,geislingen an der steige,90.0,1.0,58.92,2.0
3862,Geospatial Technologies (MSc),University Of Münster,münster,236.0,English,3,1700,gütersloh,55.0,1.0,52.17,13.0
3862,Geospatial Technologies (MSc),University Of Münster,münster,236.0,English,3,1700,dortmund,45.0,2.0,51.09,189.0
3862,Geospatial Technologies (MSc),University Of Münster,münster,236.0,English,3,1700,soest,65.0,1.0,54.63,13.0
3862,Geospatial Technologies (MSc),University Of Münster,münster,236.0,English,3,1700,osnabrück,35.0,2.0,44.98,43.0
3862,Geospatial Technologies (MSc),University Of Münster,münster,236.0,English,3,1700,steinfurt,25.0,1.0,26.38,28.0
9838,"Intelligent Robotics, MEng",Deggendorf Institute Of Technology,cham,17.0,English,3,0,deggendorf,125.0,1.0,54.35,25.0
9838,"Intelligent Robotics, MEng",Deggendorf Institute Of Technology,cham,17.0,English,3,0,regensburg,65.0,1.0,47.02,106.0
4600,MSc Digital Health,Deggendorf Institute Of Technology,pfarrkirchen,0.0,English,3,0,deggendorf,185.0,1.0,39.12,25.0
4600,MSc Digital Health,Deggendorf Institute Of Technology,pfarrkirchen,0.0,English,3,0,passau,87.5,1.0,41.74,7.0
4600,MSc Digital Health,Deggendorf Institute Of Technology,pfarrkirchen,0.0,English,3,0,burghausen¹,65.0,1.0,31.37,
6262,"Cognitive Systems: Language, Learning, And Reasoning",University Of Potsdam,potsdam,62.0,English,4,0,berlin,24.0,2.5,26.14,1062.0
6262,"Cognitive Systems: Language, Learning, And Reasoning",University Of Potsdam,potsdam,62.0,English,4,0,wildau,60.0,1.0,40.21,1.0
6262,"Cognitive Systems: Language, Learning, And Reasoning",University Of Potsdam,potsdam,62.0,English,4,0,bergholz-rehbrücke,6.0,2.0,7.05,0.0
4407,"Medical Engineering: Imaging, Health & Data Analytics Or Robotics",FAU Erlangen-Nürnberg,erlangen,88.0,English,4,0,bayreuth,93.0,1.0,58.18,15.0
4407,"Medical Engineering: Imaging, Health & Data Analytics Or Robotics",FAU Erlangen-Nürnberg,erlangen,88.0,English,4,0,bamberg,35.0,2.0,34.32,14.0
4407,"Medical Engineering: Imaging, Health & Data Analytics Or Robotics",FAU Erlangen-Nürnberg,erlangen,88.0,English,4,0,nürnberg,17.5,4.0,16.58,16.0
4407,"Medical Engineering: Imaging, Health & Data Analytics Or Robotics",FAU Erlangen-Nürnberg,erlangen,88.0,English,4,0,ansbach,70.0,1.0,45.27,3.0
9595,Information Engineering,Technical University Of Munich,heilbronn,171.0,English,4,0,stuttgart,41.5,2.0,40.56,723.0
9595,Information Engineering,Technical University Of Munich,heilbronn,171.0,English,4,0,heidelberg,65.0,1.0,48.33,78.0
9595,Information Engineering,Technical University Of Munich,heilbronn,171.0,English,4,0,nürtingen,67.5,1.0,58.0,61.0
9595,Information Engineering,Technical University Of Munich,heilbronn,171.0,English,4,0,pforzheim,82.5,1.0,46.95,20.0
9595,Information Engineering,Technical University Of Munich,heilbronn,171.0,English,4,0,esslingen am neckar,55.0,1.0,44.9,7.0
3724,Forest Information Technology (FIT),Eberswalde University For Sustainable Development,eberswalde,0.0,English,4,0,berlin,34.0,1.0,45.12,1062.0
3724,Forest Information Technology (FIT),Eberswalde University For Sustainable Development,eberswalde,0.0,English,4,0,wildau¹,95.0,1.0,58.24,
6981,Satellite Technology (SaTec),Julius-Maximilians-Universität Würzburg,würzburg,62.0,English,4,0,schweinfurt,24.0,2.0,36.44,11.0
